index,conm,type,cik,date,path
14112451,"HITOR GROUP, INC.",NT 10-Q,1224006,2014-08-15,https://www.sec.gov/Archives/edgar/data/1224006/0001056520-14-000144-index.htm
14112520,HK BATTERY TECHNOLOGY INC,NT 10-Q,1369203,2014-08-15,https://www.sec.gov/Archives/edgar/data/1369203/0001078782-14-001499-index.htm
14112843,"HOLLYWOOD ENTERTAINMENT EDU HOLDING, INC.",NT 10-Q,1423588,2014-08-14,https://www.sec.gov/Archives/edgar/data/1423588/0001493152-14-002511-index.htm
14112942,"HOME LOAN SERVICING SOLUTIONS, LTD.",NT 10-Q,1513161,2014-08-12,https://www.sec.gov/Archives/edgar/data/1513161/0001445305-14-003608-index.htm
14113407,HOTEL OUTSOURCE MANAGEMENT INTERNATIONAL INC,NT 10-Q,1174814,2014-08-11,https://www.sec.gov/Archives/edgar/data/1174814/0001213900-14-005599-index.htm
14113506,HPIL HOLDING,NT 10-Q,1286345,2014-08-14,https://www.sec.gov/Archives/edgar/data/1286345/0001082278-14-000077-index.htm
14114525,HYBRID Coating Technologies Inc.,NT 10-Q,1445235,2014-08-15,https://www.sec.gov/Archives/edgar/data/1445235/0001062993-14-005014-index.htm
14114590,HYPERERA INC,NT 10-Q,1458868,2014-08-13,https://www.sec.gov/Archives/edgar/data/1458868/0001477932-14-004296-index.htm
14114795,Halex Energy Corp.,NT 10-Q,1565487,2014-08-15,https://www.sec.gov/Archives/edgar/data/1565487/0001477932-14-004509-index.htm
14115002,Hangover Joe's Holding Corp,NT 10-Q,1388132,2014-08-14,https://www.sec.gov/Archives/edgar/data/1388132/0001079973-14-000439-index.htm
14115863,"HealthWarehouse.com, Inc.",NT 10-Q,754813,2014-08-14,https://www.sec.gov/Archives/edgar/data/754813/0001117768-14-000660-index.htm
14115938,"Heatwurx, Inc.",NT 10-Q,1533743,2014-08-14,https://www.sec.gov/Archives/edgar/data/1533743/0001393905-14-000467-index.htm
14115939,"Heavy Earth Resources, Inc.",NT 10-Q,1301874,2014-08-15,https://www.sec.gov/Archives/edgar/data/1301874/0001469299-14-000034-index.htm
14116329,"Heron Lake BioEnergy, LLC",NT 10-Q,1286964,2014-09-16,https://www.sec.gov/Archives/edgar/data/1286964/0001286964-14-000028-index.htm
14117337,Horizon Energy Corp.,NT 10-Q,1523855,2014-08-15,https://www.sec.gov/Archives/edgar/data/1523855/0001144204-14-050775-index.htm
14118314,"IC Places, Inc.",NT 10-Q,1437596,2014-08-13,https://www.sec.gov/Archives/edgar/data/1437596/0001213900-14-005691-index.htm
14118607,IDO Security Inc.,NT 10-Q,1301367,2014-08-14,https://www.sec.gov/Archives/edgar/data/1301367/0001571049-14-004041-index.htm
14118610,"IDS Industries, Inc.",NT 10-Q,1533455,2014-07-15,https://www.sec.gov/Archives/edgar/data/1533455/0001255294-14-000691-index.htm
14118629,IEH CORPORATION,NT 10-Q,50292,2014-08-12,https://www.sec.gov/Archives/edgar/data/50292/0000914317-14-001098-index.htm
14118670,IGEN NETWORKS CORP,NT 10-Q,1393540,2014-08-15,https://www.sec.gov/Archives/edgar/data/1393540/0001056520-14-000137-index.htm
14119116,IN Media Corp,NT 10-Q,1399488,2014-08-14,https://www.sec.gov/Archives/edgar/data/1399488/0001078782-14-001478-index.htm
14119216,INDEPENDENCE TAX CREDIT PLUS L P II,NT 10-Q,907045,2014-08-15,https://www.sec.gov/Archives/edgar/data/907045/0001144204-14-050459-index.htm
14119219,INDEPENDENCE TAX CREDIT PLUS LP IV,NT 10-Q,940329,2014-08-15,https://www.sec.gov/Archives/edgar/data/940329/0001144204-14-050461-index.htm
14119277,INDIE GROWERS ASSOCIATION,NT 10-Q,1376316,2014-08-14,https://www.sec.gov/Archives/edgar/data/1376316/0001607271-14-000054-index.htm
14119408,"INFORMATION SYSTEMS ASSOCIATES, INC.",NT 10-Q,1396536,2014-08-15,https://www.sec.gov/Archives/edgar/data/1396536/0001553350-14-000956-index.htm
14119415,INFRASTRUCTURE DEVELOPMENTS CORP.,NT 10-Q,1389415,2014-08-15,https://www.sec.gov/Archives/edgar/data/1389415/0001551163-14-000242-index.htm
14119560,"INOLIFE TECHNOLOGIES, INC.",NT 10-Q,1297965,2014-08-14,https://www.sec.gov/Archives/edgar/data/1297965/0001477932-14-004491-index.htm
14120373,INTERNATIONAL PACKAGING & LOGISTICS GROUP INC.,NT 10-Q,822997,2014-08-13,https://www.sec.gov/Archives/edgar/data/822997/0001019687-14-003076-index.htm
14120427,INTERNATIONAL SILVER INC,NT 10-Q,1419482,2014-08-14,https://www.sec.gov/Archives/edgar/data/1419482/0001477932-14-004367-index.htm
14121368,IPOWorld,NT 10-Q,1503538,2014-08-14,https://www.sec.gov/Archives/edgar/data/1503538/0001350071-14-000090-index.htm
14121593,ISA INTERNATIONALE INC,NT 10-Q,1095133,2014-08-14,https://www.sec.gov/Archives/edgar/data/1095133/0001095133-14-000008-index.htm
14121623,ISC8 INC. /DE,NT 10-Q,357108,2014-08-14,https://www.sec.gov/Archives/edgar/data/357108/0001415889-14-002496-index.htm
14121768,"ITERIS, INC.",NT 10-Q,350868,2014-08-15,https://www.sec.gov/Archives/edgar/data/350868/0001104659-14-061438-index.htm
14121933,IXIA,NT 10-Q,1120295,2014-08-12,https://www.sec.gov/Archives/edgar/data/1120295/0001193125-14-306840-index.htm
14122173,Immunoclin Corp,NT 10-Q,1520047,2014-09-15,https://www.sec.gov/Archives/edgar/data/1520047/0001517126-14-000284-index.htm
14122338,Independence Energy Corp.,NT 10-Q,1353406,2014-09-15,https://www.sec.gov/Archives/edgar/data/1353406/0001615774-14-000115-index.htm
14122373,Independent Film Development CORP,NT 10-Q,1425883,2014-08-14,https://www.sec.gov/Archives/edgar/data/1425883/0001262463-14-000770-index.htm
14122457,"Indigo-Energy, Inc.",NT 10-Q,356870,2014-08-13,https://www.sec.gov/Archives/edgar/data/356870/0001019687-14-003081-index.htm
14122489,"Infantly Available, Inc.",NT 10-Q,1538123,2014-07-15,https://www.sec.gov/Archives/edgar/data/1538123/0001469709-14-000276-index.htm
14122702,Innovative Product Opportunities Inc.,NT 10-Q,1494413,2014-08-14,https://www.sec.gov/Archives/edgar/data/1494413/0001262463-14-000757-index.htm
14122791,"Inspired Builders, Inc.",NT 10-Q,1509786,2014-08-15,https://www.sec.gov/Archives/edgar/data/1509786/0001213900-14-005997-index.htm
14122848,"Integrated Inpatient Solutions, Inc.",NT 10-Q,1174672,2014-08-14,https://www.sec.gov/Archives/edgar/data/1174672/0000721748-14-000836-index.htm
14122859,"Integrity Applications, Inc.",NT 10-Q,1506983,2014-08-14,https://www.sec.gov/Archives/edgar/data/1506983/0001178913-14-002689-index.htm
14122910,"Intellicell Biosciences, Inc.",NT 10-Q,1125280,2014-08-14,https://www.sec.gov/Archives/edgar/data/1125280/0001013762-14-000971-index.htm
14122929,"Intelligent Buying, Inc.",NT 10-Q,1358633,2014-08-14,https://www.sec.gov/Archives/edgar/data/1358633/0001144204-14-049950-index.htm
14122937,"Intelligent Highway Solutions, Inc.",NT 10-Q,1549719,2014-08-14,https://www.sec.gov/Archives/edgar/data/1549719/0001144204-14-050401-index.htm
14122942,Intelligent Living Inc.,NT 10-Q,1141673,2014-08-13,https://www.sec.gov/Archives/edgar/data/1141673/0001213900-14-005722-index.htm
14122985,"InterMetro Communications, Inc.",NT 10-Q,1160142,2014-08-15,https://www.sec.gov/Archives/edgar/data/1160142/0001185185-14-002214-index.htm
14123072,International Metals Streaming Corp.,NT 10-Q,1553734,2014-08-14,https://www.sec.gov/Archives/edgar/data/1553734/0001477932-14-004459-index.htm
14124386,Ironwood Gold Corp.,NT 10-Q,1393909,2014-07-16,https://www.sec.gov/Archives/edgar/data/1393909/0001062993-14-004242-index.htm
14124733,JA Energy,NT 10-Q,1500242,2014-07-15,https://www.sec.gov/Archives/edgar/data/1500242/0001350071-14-000082-index.htm
14125278,JD International Ltd,NT 10-Q,895650,2014-08-14,https://www.sec.gov/Archives/edgar/data/895650/0001493152-14-002545-index.htm
14127963,"Jayhawk Energy, Inc.",NT 10-Q,1308710,2014-08-15,https://www.sec.gov/Archives/edgar/data/1308710/0001056520-14-000146-index.htm
14128101,Jetblack Corp,NT 10-Q,1213106,2014-07-16,https://www.sec.gov/Archives/edgar/data/1213106/0001477932-14-003713-index.htm
14128138,"Jishanye, Inc.",NT 10-Q,1569737,2014-08-14,https://www.sec.gov/Archives/edgar/data/1569737/0001144204-14-049515-index.htm
14128140,Jiu Feng Investment Hong Kong Ltd,NT 10-Q,1517389,2014-07-16,https://www.sec.gov/Archives/edgar/data/1517389/0001477932-14-003728-index.htm
14128674,"Juhl Energy, Inc",NT 10-Q,1366312,2014-08-14,https://www.sec.gov/Archives/edgar/data/1366312/0001437749-14-015497-index.htm
14128794,KAANAPALI LAND LLC,NT 10-Q,1230058,2014-08-14,https://www.sec.gov/Archives/edgar/data/1230058/0000892626-14-000222-index.htm
14130527,KIWA BIO-TECH PRODUCTS GROUP CORP,NT 10-Q,1159275,2014-08-13,https://www.sec.gov/Archives/edgar/data/1159275/0001144204-14-049151-index.htm
14130639,"KLEANGAS ENERGY TECHNOLOGIES, INC.",NT 10-Q,1082176,2014-08-14,https://www.sec.gov/Archives/edgar/data/1082176/0000721748-14-000838-index.htm
14130850,"KOGETO, INC.",NT 10-Q,1361955,2014-08-15,https://www.sec.gov/Archives/edgar/data/1361955/0001144204-14-050526-index.htm
14130979,KOPJAGGERS INC.,NT 10-Q,1515319,2014-08-13,https://www.sec.gov/Archives/edgar/data/1515319/0001515319-14-000006-index.htm
14131611,Kama Resources Inc.,NT 10-Q,1479239,2014-09-11,https://www.sec.gov/Archives/edgar/data/1479239/0001372167-14-000192-index.htm
14132221,"Keyuan Petrochemicals, Inc.",NT 10-Q,1326396,2014-08-15,https://www.sec.gov/Archives/edgar/data/1326396/0001213900-14-006022-index.htm
14132461,"Kirin International Holding, Inc.",NT 10-Q,1487843,2014-08-15,https://www.sec.gov/Archives/edgar/data/1487843/0001213900-14-005962-index.htm
14132764,KollagenX Corp.,NT 10-Q,1402486,2014-08-15,https://www.sec.gov/Archives/edgar/data/1402486/0001079974-14-000624-index.htm
14133295,L 3 COMMUNICATIONS CORP,NT 10-Q,1039101,2014-08-07,https://www.sec.gov/Archives/edgar/data/1039101/0001193125-14-300640-index.htm
14133315,L 3 COMMUNICATIONS HOLDINGS INC,NT 10-Q,1056239,2014-08-07,https://www.sec.gov/Archives/edgar/data/1056239/0001193125-14-300640-index.htm
14134194,LASERLOCK TECHNOLOGIES INC,NT 10-Q,1104038,2014-08-15,https://www.sec.gov/Archives/edgar/data/1104038/0001571049-14-004075-index.htm
14134222,"LATITUDE 360, INC.",NT 10-Q,1376755,2014-08-15,https://www.sec.gov/Archives/edgar/data/1376755/0001121781-14-000247-index.htm
14134499,"LD HOLDINGS, INC.",NT 10-Q,1131089,2014-08-14,https://www.sec.gov/Archives/edgar/data/1131089/0001096906-14-001147-index.htm
14134645,LED Lighting Co,NT 10-Q,1502659,2014-08-13,https://www.sec.gov/Archives/edgar/data/1502659/0001078782-14-001429-index.htm
14134723,"LEGACY TECHNOLOGY HOLDINGS, INC.",NT 10-Q,1235096,2014-08-15,https://www.sec.gov/Archives/edgar/data/1235096/0001072588-14-000082-index.htm
14134729,LEGEND INTERNATIONAL HOLDINGS INC,NT 10-Q,1132143,2014-08-15,https://www.sec.gov/Archives/edgar/data/1132143/0001157523-14-003495-index.htm
14135203,LENCO MOBILE INC.,NT 10-Q,1100202,2014-08-14,https://www.sec.gov/Archives/edgar/data/1100202/0001019687-14-003207-index.htm
14135627,"LIBERATED ENERGY, INC.",NT 10-Q,1503161,2014-08-15,https://www.sec.gov/Archives/edgar/data/1503161/0001178924-14-000071-index.htm
14135740,LIFEAPPS DIGITAL MEDIA INC.,NT 10-Q,1510247,2014-08-14,https://www.sec.gov/Archives/edgar/data/1510247/0001477932-14-004489-index.htm
14135951,"LILIS ENERGY, INC.",NT 10-Q,1437557,2014-08-15,https://www.sec.gov/Archives/edgar/data/1437557/0001213900-14-006003-index.htm
14136612,LIVEWIRE ERGOGENICS INC.,NT 10-Q,1421289,2014-08-13,https://www.sec.gov/Archives/edgar/data/1421289/0001013762-14-000963-index.htm
14136615,"LIVING 3D HOLDINGS, INC.",NT 10-Q,93205,2014-08-14,https://www.sec.gov/Archives/edgar/data/93205/0001445866-14-000985-index.htm
14136868,LOGITECH INTERNATIONAL SA,NT 10-Q,1032975,2014-07-24,https://www.sec.gov/Archives/edgar/data/1032975/0001193125-14-277575-index.htm
14137254,"LOT78, INC.",NT 10-Q,1444275,2014-08-15,https://www.sec.gov/Archives/edgar/data/1444275/0001607062-14-000079-index.htm
14137264,"LOTON, CORP",NT 10-Q,1491419,2014-08-14,https://www.sec.gov/Archives/edgar/data/1491419/0001615774-14-000045-index.htm
14137730,"LYFE Communications, Inc.",NT 10-Q,1299864,2014-08-13,https://www.sec.gov/Archives/edgar/data/1299864/0001548123-14-000320-index.htm
14138168,Laredo Resources Corp.,NT 10-Q,1499871,2014-07-15,https://www.sec.gov/Archives/edgar/data/1499871/0001062993-14-004192-index.htm
14138609,"Legend Oil & Gas, Ltd.",NT 10-Q,1140414,2014-08-15,https://www.sec.gov/Archives/edgar/data/1140414/0001185185-14-002216-index.htm
14139894,Lion Consulting Group Inc.,NT 10-Q,1550518,2014-08-14,https://www.sec.gov/Archives/edgar/data/1550518/0001255294-14-000860-index.htm
14140053,"LivingVentures, Inc.",NT 10-Q,1418506,2014-08-13,https://www.sec.gov/Archives/edgar/data/1418506/0001553350-14-000924-index.htm
14141214,"MADISON EXPLORATIONS, INC.",NT 10-Q,1318268,2014-08-15,https://www.sec.gov/Archives/edgar/data/1318268/0001493152-14-002589-index.htm
14141338,MAGNACHIP SEMICONDUCTOR Corp,NT 10-Q,1325702,2014-08-12,https://www.sec.gov/Archives/edgar/data/1325702/0001193125-14-306727-index.htm
14142625,MASCOTA RESOURCES CORP.,NT 10-Q,1536089,2014-07-15,https://www.sec.gov/Archives/edgar/data/1536089/0001127855-14-000317-index.htm
14142694,MASS MEGAWATTS WIND POWER INC,NT 10-Q,1117228,2014-09-12,https://www.sec.gov/Archives/edgar/data/1117228/0001354488-14-004599-index.htm
14143181,MAVERICK MINERALS CORP,NT 10-Q,1074929,2014-08-14,https://www.sec.gov/Archives/edgar/data/1074929/0001062993-14-004966-index.htm
14144248,"MEDICAN ENTERPRISES, INC.",NT 10-Q,847015,2014-08-14,https://www.sec.gov/Archives/edgar/data/847015/0001445866-14-001014-index.htm
14144279,"MEDIENT STUDIOS, INC.",NT 10-Q,1476278,2014-08-15,https://www.sec.gov/Archives/edgar/data/1476278/0001213900-14-005965-index.htm
14144321,MEDIJANE HOLDINGS INC.,NT 10-Q,1493212,2014-07-15,https://www.sec.gov/Archives/edgar/data/1493212/0001014897-14-000289-index.htm
14145005,"META GOLD, INC.",NT 10-Q,1508786,2014-08-14,https://www.sec.gov/Archives/edgar/data/1508786/0001424884-14-000088-index.htm
14146160,MIDWEST HOLDING INC.,NT 10-Q,355379,2014-08-14,https://www.sec.gov/Archives/edgar/data/355379/0001206774-14-002548-index.htm
14146167,MIDWEST OIL & GAS INC.,NT 10-Q,1486315,2014-09-15,https://www.sec.gov/Archives/edgar/data/1486315/0001469709-14-000390-index.htm
14146271,MILLENNIUM HEALTHCARE INC.,NT 10-Q,1582054,2014-08-14,https://www.sec.gov/Archives/edgar/data/1582054/0001144204-14-049905-index.htm
14146525,MINERALRITE Corp,NT 10-Q,1096296,2014-08-14,https://www.sec.gov/Archives/edgar/data/1096296/0001127855-14-000368-index.htm
14146617,"MIRROR ME, INC.",NT 10-Q,1590695,2014-07-16,https://www.sec.gov/Archives/edgar/data/1590695/0001077048-14-000149-index.htm
14146668,"MIT Holding, Inc.",NT 10-Q,1367416,2014-08-15,https://www.sec.gov/Archives/edgar/data/1367416/0001493152-14-002594-index.htm
14146928,"MOBETIZE, CORP.",NT 10-Q,1546679,2014-08-14,https://www.sec.gov/Archives/edgar/data/1546679/0001171843-14-003962-index.htm
14147254,"MONDIAL VENTURES, INC.",NT 10-Q,1284452,2014-08-14,https://www.sec.gov/Archives/edgar/data/1284452/0001096906-14-001139-index.htm
14147640,MONTAGE TECHNOLOGY GROUP LTD,NT 10-Q,1375514,2014-08-14,https://www.sec.gov/Archives/edgar/data/1375514/0001193125-14-310283-index.htm
14147800,"MOPALS.COM, INC.",NT 10-Q,1222218,2014-08-15,https://www.sec.gov/Archives/edgar/data/1222218/0001213900-14-005954-index.htm
14148851,MRV COMMUNICATIONS INC,NT 10-Q,887969,2014-08-11,https://www.sec.gov/Archives/edgar/data/887969/0001104659-14-059403-index.htm
14149793,Madison Ventures Inc.,NT 10-Q,1575975,2014-08-15,https://www.sec.gov/Archives/edgar/data/1575975/0001477932-14-004513-index.htm
14150039,Malaysia Pro-Guardians Security Management Corp,NT 10-Q,1510949,2014-08-13,https://www.sec.gov/Archives/edgar/data/1510949/0001549727-14-000060-index.htm
14150543,"Marina Biotech, Inc.",NT 10-Q,737207,2014-08-15,https://www.sec.gov/Archives/edgar/data/737207/0001571049-14-004082-index.htm
14150839,"Mass Hysteria Entertainment Company, Inc.",NT 10-Q,1388488,2014-07-15,https://www.sec.gov/Archives/edgar/data/1388488/0001388488-14-000026-index.htm
14150875,"Massive Interactive, Inc.",NT 10-Q,1481218,2014-08-14,https://www.sec.gov/Archives/edgar/data/1481218/0001199835-14-000411-index.htm
14151772,"Med-Cannabis Pharma, Inc.",NT 10-Q,1516559,2014-08-13,https://www.sec.gov/Archives/edgar/data/1516559/0001121781-14-000233-index.htm
14151920,"Medifirst Solutions, Inc.",NT 10-Q,1522704,2014-08-15,https://www.sec.gov/Archives/edgar/data/1522704/0001213900-14-005989-index.htm
14152555,Mexus Gold US,NT 10-Q,1355677,2014-08-13,https://www.sec.gov/Archives/edgar/data/1355677/0001387308-14-000100-index.htm
14153591,"Monarchy Resources, Inc.",NT 10-Q,1514324,2014-09-11,https://www.sec.gov/Archives/edgar/data/1514324/0001607271-14-000085-index.htm
14153714,Monster Arts Inc.,NT 10-Q,1423746,2014-08-14,https://www.sec.gov/Archives/edgar/data/1423746/0001262463-14-000766-index.htm
14154121,Morris Business Development Co,NT 10-Q,1133901,2014-08-15,https://www.sec.gov/Archives/edgar/data/1133901/0001262463-14-000782-index.htm
14154273,"Mount Knowledge Holdings, Inc.",NT 10-Q,1397951,2014-08-14,https://www.sec.gov/Archives/edgar/data/1397951/0001511164-14-000451-index.htm
14154435,"MultiPlayer Online Dragon, Inc.",NT 10-Q,1465470,2014-08-14,https://www.sec.gov/Archives/edgar/data/1465470/0001144204-14-050046-index.htm
14154701,N-VIRO INTERNATIONAL CORP,NT 10-Q,904896,2014-08-14,https://www.sec.gov/Archives/edgar/data/904896/0000904896-14-000044-index.htm
14154733,"NAC GLOBAL TECHNOLOGIES, INC.",NT 10-Q,6732,2014-08-15,https://www.sec.gov/Archives/edgar/data/6732/0001213900-14-005978-index.htm
14156385,"NET TALK.COM, INC.",NT 10-Q,1383825,2014-08-14,https://www.sec.gov/Archives/edgar/data/1383825/0001144204-14-050297-index.htm
14156653,"NEUROMAMA, LTD.",NT 10-Q,1542918,2014-09-16,https://www.sec.gov/Archives/edgar/data/1542918/0001517126-14-000296-index.htm
14156667,NEUTRA CORP.,NT 10-Q,1512886,2014-09-16,https://www.sec.gov/Archives/edgar/data/1512886/0001161697-14-000457-index.htm
14157293,NEXT GENERATION MANAGEMENT CORP.,NT 10-Q,356292,2014-08-13,https://www.sec.gov/Archives/edgar/data/356292/0001213900-14-005715-index.htm
14157862,"NOHO, Inc.",NT 10-Q,1535469,2014-08-14,https://www.sec.gov/Archives/edgar/data/1535469/0001554795-14-000498-index.htm
14158055,NORSTRA ENERGY INC,NT 10-Q,1548261,2014-07-16,https://www.sec.gov/Archives/edgar/data/1548261/0001165527-14-000423-index.htm
14158659,"NORTHSIGHT CAPITAL, INC.",NT 10-Q,1439397,2014-08-13,https://www.sec.gov/Archives/edgar/data/1439397/0001078782-14-001435-index.htm
14158735,NORTHWEST BIOTHERAPEUTICS INC,NT 10-Q,1072379,2014-08-14,https://www.sec.gov/Archives/edgar/data/1072379/0001144204-14-050175-index.htm
14158773,NORTHWEST PIPE CO,NT 10-Q,1001385,2014-08-12,https://www.sec.gov/Archives/edgar/data/1001385/0001193125-14-306685-index.htm
14159329,NSU Resources Inc,NT 10-Q,1420368,2014-08-15,https://www.sec.gov/Archives/edgar/data/1420368/0001477932-14-004553-index.htm
14159392,NU SKIN ENTERPRISES INC,NT 10-Q,1021561,2014-08-12,https://www.sec.gov/Archives/edgar/data/1021561/0001021561-14-000081-index.htm
14160376,NYXIO TECHNOLOGIES Corp,NT 10-Q,1373761,2014-08-13,https://www.sec.gov/Archives/edgar/data/1373761/0001255294-14-000849-index.htm
14160725,"Native American Energy Group, Inc.",NT 10-Q,1499501,2014-08-15,https://www.sec.gov/Archives/edgar/data/1499501/0001477932-14-004516-index.htm
14160808,"NaturalNano, Inc.",NT 10-Q,863895,2014-08-14,https://www.sec.gov/Archives/edgar/data/863895/0001477932-14-004364-index.htm
14161155,"Net Savings Link, Inc.",NT 10-Q,1432176,2014-07-15,https://www.sec.gov/Archives/edgar/data/1432176/0001002014-14-000365-index.htm
14161478,New Western Energy Corp,NT 10-Q,1479488,2014-08-14,https://www.sec.gov/Archives/edgar/data/1479488/0000721748-14-000840-index.htm
14161645,"Next 1 Interactive, Inc.",NT 10-Q,1372183,2014-07-15,https://www.sec.gov/Archives/edgar/data/1372183/0001144204-14-043183-index.htm
14162130,North American Oil & Gas Corp.,NT 10-Q,1515635,2014-08-14,https://www.sec.gov/Archives/edgar/data/1515635/0001477932-14-004376-index.htm
14162161,"North Texas Energy, Inc.",NT 10-Q,1514994,2014-08-13,https://www.sec.gov/Archives/edgar/data/1514994/0001096906-14-001090-index.htm
14162621,Novation Holdings Inc,NT 10-Q,1080602,2014-07-15,https://www.sec.gov/Archives/edgar/data/1080602/0001080602-14-000034-index.htm
14162655,Novus Robotics Inc.,NT 10-Q,1388180,2014-08-15,https://www.sec.gov/Archives/edgar/data/1388180/0001477932-14-004528-index.htm
14162705,"NuZee, Inc.",NT 10-Q,1527613,2014-08-14,https://www.sec.gov/Archives/edgar/data/1527613/0001294606-14-000187-index.htm
14162721,Nudg Media Inc.,NT 10-Q,1526183,2014-08-15,https://www.sec.gov/Archives/edgar/data/1526183/0001294606-14-000189-index.htm
14163347,"OBJ Enterprises, Inc.",NT 10-Q,1489256,2014-07-16,https://www.sec.gov/Archives/edgar/data/1489256/0001185185-14-001815-index.htm
14163596,OCWEN FINANCIAL CORP,NT 10-Q,873860,2014-08-12,https://www.sec.gov/Archives/edgar/data/873860/0001019056-14-001035-index.htm
14164279,"OICCO ACQUISITION I, INC.",NT 10-Q,1469284,2014-08-14,https://www.sec.gov/Archives/edgar/data/1469284/0001511164-14-000461-index.htm
14164801,ON THE MOVE SYSTEMS CORP.,NT 10-Q,1498148,2014-07-16,https://www.sec.gov/Archives/edgar/data/1498148/0001161697-14-000338-index.htm
14164809,ON4 COMMUNICATIONS INC.,NT 10-Q,1300867,2014-09-16,https://www.sec.gov/Archives/edgar/data/1300867/0001354488-14-004659-index.htm
14165575,ORION FINANCIAL GROUP Inc,NT 10-Q,1560449,2014-08-15,https://www.sec.gov/Archives/edgar/data/1560449/0001144204-14-050423-index.htm
14165656,ORTHOFIX INTERNATIONAL N V,NT 10-Q,884624,2014-08-12,https://www.sec.gov/Archives/edgar/data/884624/0001193125-14-306721-index.htm
14165793,OSL HOLDINGS INC.,NT 10-Q,1329957,2014-07-15,https://www.sec.gov/Archives/edgar/data/1329957/0001493152-14-002158-index.htm
14166129,"Oak Ridge Energy Technologies, Inc.",NT 10-Q,830483,2014-08-14,https://www.sec.gov/Archives/edgar/data/830483/0001010412-14-000140-index.htm
14166274,Ocean Electric Inc.,NT 10-Q,1358099,2014-08-15,https://www.sec.gov/Archives/edgar/data/1358099/0001515971-14-000379-index.htm
14166426,Ohr Pharmaceutical Inc,NT 10-Q,1173281,2014-08-14,https://www.sec.gov/Archives/edgar/data/1173281/0001387131-14-002986-index.htm
14166786,"Online-Redefined, Inc.",NT 10-Q,1528171,2014-08-14,https://www.sec.gov/Archives/edgar/data/1528171/0001445866-14-000989-index.htm
14166792,Onstream Media CORP,NT 10-Q,919130,2014-08-15,https://www.sec.gov/Archives/edgar/data/919130/0001513162-14-000483-index.htm
14167240,"Original Source Entertainment, Inc.",NT 10-Q,1500198,2014-08-15,https://www.sec.gov/Archives/edgar/data/1500198/0001144204-14-050575-index.htm
14167512,"Ournett Holdings, Inc.",NT 10-Q,1590685,2014-08-14,https://www.sec.gov/Archives/edgar/data/1590685/0001387131-14-002959-index.htm
14167677,"P2 Solar, Inc.",NT 10-Q,1172069,2014-08-14,https://www.sec.gov/Archives/edgar/data/1172069/0001137050-14-000172-index.htm
14167835,PACIFIC GOLD CORP,NT 10-Q,1137855,2014-08-15,https://www.sec.gov/Archives/edgar/data/1137855/0001515971-14-000383-index.htm
14168108,"PAN GLOBAL, CORP.",NT 10-Q,1492617,2014-08-14,https://www.sec.gov/Archives/edgar/data/1492617/0001493152-14-002520-index.htm
14168433,"PARALLAX HEALTH SCIENCES, INC.",NT 10-Q,1388410,2014-08-14,https://www.sec.gov/Archives/edgar/data/1388410/0001388410-14-000034-index.htm
14168886,PASSPORT POTASH INC,NT 10-Q,1508128,2014-07-15,https://www.sec.gov/Archives/edgar/data/1508128/0001183740-14-000220-index.htm
14169448,"PDL BIOPHARMA, INC.",NT 10-Q,882104,2014-08-08,https://www.sec.gov/Archives/edgar/data/882104/0000882104-14-000061-index.htm
14170030,"PEPTIDE TECHNOLOGIES, INC.",NT 10-Q,1357878,2014-07-15,https://www.sec.gov/Archives/edgar/data/1357878/0001072588-14-000064-index.htm
14170412,PETROTERRA CORP.,NT 10-Q,1463208,2014-08-14,https://www.sec.gov/Archives/edgar/data/1463208/0001493152-14-002562-index.htm
14170934,PHL VARIABLE INSURANCE CO /CT/,NT 10-Q,1031223,2014-08-08,https://www.sec.gov/Archives/edgar/data/1031223/0001354488-14-003977-index.htm
14170971,PHOENIX COMPANIES INC/DE,NT 10-Q,1129633,2014-08-08,https://www.sec.gov/Archives/edgar/data/1129633/0001354488-14-003975-index.htm
14171802,PINECREST INVESTMENT GROUP INC,NT 10-Q,1096950,2014-08-13,https://www.sec.gov/Archives/edgar/data/1096950/0000721748-14-000800-index.htm
14172381,PLAYERS NETWORK,NT 10-Q,1037131,2014-08-15,https://www.sec.gov/Archives/edgar/data/1037131/0001019687-14-003211-index.htm
14172806,POCKET GAMES INC.,NT 10-Q,1591157,2014-09-15,https://www.sec.gov/Archives/edgar/data/1591157/0001511164-14-000514-index.htm
14173336,"POWERDYNE INTERNATIONAL, INC.",NT 10-Q,1435617,2014-08-14,https://www.sec.gov/Archives/edgar/data/1435617/0001213900-14-005838-index.htm
14173442,POWERSTORM CAPITAL CORP,NT 10-Q,1558294,2014-08-15,https://www.sec.gov/Archives/edgar/data/1558294/0001144204-14-050454-index.htm
14173851,PREVENTION INSURANCE COM INC,NT 10-Q,1134982,2014-09-16,https://www.sec.gov/Archives/edgar/data/1134982/0001213900-14-006680-index.htm
14173996,PRIME GLOBAL CAPITAL GROUP Inc,NT 10-Q,1462047,2014-09-08,https://www.sec.gov/Archives/edgar/data/1462047/0001019687-14-003504-index.htm
14175004,PROTECT PHARMACEUTICAL Corp,NT 10-Q,1493526,2014-08-15,https://www.sec.gov/Archives/edgar/data/1493526/0001551163-14-000241-index.htm
